编号,名字,性别,字号,年龄,正史,籍贯,父亲,母亲,兄弟,配偶,孩子,官职,主效,效力,总年数,年代列表,总章节,章节列表,历史,小说,头像,链接,效力数,配偶数
635,胡班,男,胡班,虚构人物,虚构人物,暂无相关记载,胡华,未知,未知,未知,未知,从事,蜀,蜀|魏,2,公元200年|公元219年,2,第27回|第73回,虚构人物，出自三国演义。,荥阳太守王植麾下从事。其父胡华曾任桓帝时议郎，致仕回乡。胡班奉命放火夜袭关公，因敬服关公气概，并从关公处得到其父家书。班看毕，感叹险些误杀忠良，遂将关公放走。后胡班到荆州来投降关公，公念其旧日相救之情，甚爱之；令随费诗入川，见汉中王受爵。,http://www.e3ol.com/biography/pic/id/240/635.jpg,http://www.e3ol.com/biography/html/胡班/,2,0
396,樊建,男,长元,？-？,史实人物,扬州庐江郡义阳(河南信阳市桐柏县东),未知,未知,未知,未知,未知,给事中,西晋,蜀|魏|西晋,6,公元225年|公元227年|公元229年|公元234年|公元256年|公元264年,6,第87回|第91回|第99回|第102回|第111回|第119回,初仕蜀，延熙二十四年，以校尉使吴，值孙权病笃，不自见建。权问诸葛恪曰：“樊建何如宗预也？”恪对曰：“才识不及预，而雅性过之。”后为侍中，守尚书令。自建、董厥、诸葛瞻统事，姜维常征伐在外，宦人黄皓窃弄机柄，咸共将护，无能匡矫，然建特不与皓和好往来。蜀破之明年春，厥、建俱诣京都，同为相国参军，其秋并兼散骑常侍，使蜀慰劳。及武帝践祚，建为给事中，晋武帝尝问其诸葛亮之治国。,先仕蜀，以典军书记随丞相亮北伐。后为令史，姜维欲再次伐魏，建谏止，维不从。后为尚书令，及蜀破，后主禅赴洛阳，建等数人跟随。入魏，封侯爵。,http://www.e3ol.com/biography/pic/id/240/396.jpg,http://www.e3ol.com/biography/html/樊建/,3,0
3303,刘植,男,伯先,？-？,史实人物,冀州安平国阜城(河北衡水市阜城县),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,西汉末，从王郎起兵，旋归刘秀，拜骁骑将军。东汉光武帝建武二年（26），封昌城侯。后战死。,未知,http://www.e3ol.com/biography/pic/id/240/3303.jpg,http://www.e3ol.com/biography/html/刘植/,1,0
4355,魏迁,男,魏遷,？-？,史实人物,扬州会稽郡上虞(浙江上虞市),未知,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,初无名，被虞忠赏识荐拔而闻名。,未知,http://www.e3ol.com/biography/pic/id/240/4355.jpg,http://www.e3ol.com/biography/html/魏迁/,1,0
2801,黄他,男,黄他,？-？,史实人物,扬州会稽郡章安(浙江临海市东南章安镇),未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,为小吏。,未知,http://www.e3ol.com/biography/pic/id/240/2801.jpg,http://www.e3ol.com/biography/html/黄他/,1,0
3331,卢钦,男,子若,？-278,史实人物,幽州涿郡涿(河北保定市涿州),卢毓,未知,卢氏|卢珽,未知,卢浮|卢皓,暂无相关记载,西晋,西晋,0,未知,0,未知,卢毓子。仕魏为尚书郎、侍御史、琅邪太守、从事中郎、阳平太守、淮北都督、伏波将军。所在甚有政绩。拜散骑常侍、大司农。迁吏部尚书，进封大梁侯。曾袭父爵为大利亭侯。晋立，钦为都督沔北诸军事、平南将军、假节。在镇缓急得当，疆场无虞。入为尚书仆射，加侍中、奉车都尉，领吏部。举官以贤，廉平著称。咸宁四年（278）卒，谥元。著有诗、赋、论、杂等数十篇，名曰《小道》。,未知,http://www.e3ol.com/biography/pic/id/240/3331.jpg,http://www.e3ol.com/biography/html/卢钦/,1,0
4062,孙毓,男,孫毓,？-？,史实人物,兖州泰山郡(山东泰安市东北),孙观,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,青州刺史孙观之子。观死，毓嗣，官至青州刺史。,未知,http://www.e3ol.com/biography/pic/id/240/4062.jpg,http://www.e3ol.com/biography/html/孙毓/,1,0
2871,姜冏,男,姜冏,？-？,史实人物,凉州汉阳郡冀(甘肃天水市甘谷县东南),未知,未知,未知,姜维母,姜维,暂无相关记载,魏,魏,0,未知,0,未知,姜维之父。曾任功曹，值羌、戎叛乱，以身卫护郡将，没于战场。,未知,http://www.e3ol.com/biography/pic/id/240/2871.jpg,http://www.e3ol.com/biography/html/姜冏/,1,1
5123,张俭[东汉],男,元节,115-198(84岁),史实人物,兖州山阳郡高平[山阳郡](山东济宁市微山县西北),张成,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,1,第6回,初举茂才，以刺史非其人，谢病不起。延熹八年（165），太守翟超请为东部督邮。中常侍侯览残暴百姓，俭举劾其罪，触怒览。乡人朱并诬告俭与同郡二十四人为党，朝廷刊章讨捕，俭长期流亡在外。中平元年(184)，党事解，乃归乡里。大将军、三公并辟，又举敦朴，公车特征，起家拜少府，皆不就。献帝建安初，征为卫尉，不得已而起。俭见汉祚将尽，不豫政事。岁余卒于许下，年八十四。,演义中介绍江夏八俊时，提到此人。,http://www.e3ol.com/biography/pic/id/240/5123.jpg,http://www.e3ol.com/biography/html/张俭[东汉]/,1,0
1648,阳仪,男,陽儀,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,公孙度吏。奉承公孙度当为天子。,未知,http://www.e3ol.com/biography/pic/id/240/1648.jpg,http://www.e3ol.com/biography/html/阳仪/,1,0
4863,掖邪狗,男,掖邪狗,？-？,史实人物,倭国(日本九州岛及其周围地区),未知,未知,未知,未知,未知,暂无相关记载,其他,其他,0,未知,0,未知,魏正始四年（243），受倭王派遣，与伊声耆等八人，向魏献生口、倭锦、绛青缣等。魏对掖邪狗等皆拜率善中郎将印绶。,未知,http://www.e3ol.com/biography/pic/id/240/4863.jpg,http://www.e3ol.com/biography/html/掖邪狗/,1,0
2482,管统,男,管統,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,袁绍,袁绍,0,未知,0,未知,东莱太守，后投奔袁谭。曹操破袁谭，嘉其忠，赦之。,未知,http://www.e3ol.com/biography/pic/id/240/2482.jpg,http://www.e3ol.com/biography/html/管统/,1,0
2504,郭纯,男,郭純,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,景元初为汉葭县长，景元四年（263）平蜀后，纯试守武陵太守，为吴平魏将军钟离牧击走。,未知,http://www.e3ol.com/biography/pic/id/240/2504.jpg,http://www.e3ol.com/biography/html/郭纯/,1,0
2689,张皇后[刘禅妻],女,張皇后,？-？,史实人物,幽州涿郡(河北保定市涿州),张飞,夏侯氏[张飞妻],张苞[蜀]|张绍|敬哀皇后,刘禅,未知,暂无相关记载,蜀,蜀,0,未知,0,未知,刘禅的皇后。车骑将军张飞的女儿。敬哀皇后的妹妹。建兴十五年（237）入为贵人。延熙元年（238）为皇后。咸熙元年（264）随后主迁于洛阳。,未知,http://www.e3ol.com/biography/pic/id/240/2689.jpg,http://www.e3ol.com/biography/html/张皇后[刘禅妻]/,1,1
5923,苏献,男,蘇獻,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,1,第6回,东汉年间，大将军苏献趁光武帝刘秀出巡之际，率兵追杀，企图篡位。到了西汉末年，两岁的孺子婴即帝位，藏玉玺于长乐宫。王莽篡政后，派王寻、苏献胁迫孝元皇太后交出玉玺。太后见国破家亡，一怒之下将玉玺取出摔在地上，这个传世国宝当场被崩掉一角，后来又命能工巧匠进行整修，用黄金镶上缺角，于是得名“金镶玉玺”。,东汉时期人，演义中曾提到此人。,http://www.e3ol.com/biography/pic/id/240/5923.jpg,http://www.e3ol.com/biography/html/苏献/,1,0
5716,张普,男,張普,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,1,公元228年,1,第96回,虚构人物，出自三国演义。,曹休将。遂令大将张普为先锋，引数千兵来与吴兵交战。两阵对圆，张普出马骂曰：“贼将早降！”徐盛出马相迎。战无数合，普抵敌不住，勒马收兵，回见曹休，言徐盛勇不可当。休曰：“吾当以奇兵胜之。”就令张普引二万军伏于石亭之南，又令薛乔引二万军伏于石亭之北。为朱桓所杀。,http://www.e3ol.com/biography/pic/id/240/5716.jpg,http://www.e3ol.com/biography/html/张普/,1,0
1716,毕瑜,男,畢瑜,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,东汉,东汉,0,未知,0,未知,献帝初为任长，袁绍欲立刘虞为帝时，曾遣瑜为虞说命录之数。,未知,http://www.e3ol.com/biography/pic/id/240/1716.jpg,http://www.e3ol.com/biography/html/毕瑜/,1,0
4249,王生,男,王生,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,曹真部下。诸葛亮围祁山时，真以亮惩于祁山，后出必从陈仓，乃使将军郝昭、王生守陈仓，治其城。,未知,http://www.e3ol.com/biography/pic/id/240/4249.jpg,http://www.e3ol.com/biography/html/王生/,1,0
4168,王飞枭,男,王飛梟,？-？,史实人物,并州太原郡祁(山西晋中市祁县东十公里),王凌,未知,王广|金虎|明山|王金虎,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,王凌之子，王广之弟，才武过人。,未知,http://www.e3ol.com/biography/pic/id/240/4168.jpg,http://www.e3ol.com/biography/html/王飞枭/,1,0
1319,张超[张邈弟],男,張超,？-？,史实人物,兖州东平国寿张(山东泰安市东平县西南东平湖),未知,未知,张邈,未知,未知,广陵太守,东汉,东汉,3,公元190年|公元194年|公元195年,3,第5回|第11回|第12回,表字不详，据嘉靖版《三国志通俗演义》字孟高（另有说法认为他字景明，事实上张景明并不是张超，而是张导）。灵帝末为广陵太守。董卓弑帝，图危社稷，功曹臧洪说超诛除国贼，超然其言，与洪西至陈留，见兄邈计事。超从曹公檄文，起兵讨卓。后超遣洪诣大司马刘虞谋，值公孙瓒之难，至河间，遇幽、冀二州交兵，使命不达。兴平元年，超与太祖将陈宫、从事中郎许汜、王楷共谋叛太祖。二年间，邈从布，留超将家属屯雍丘。太祖攻围数月，屠之，斩超及其家。,广陵太守。董卓弑帝，超从曹公檄文，起兵讨卓。后随兄邈投吕布，城为曹公破，超自刎。,http://www.e3ol.com/biography/pic/id/240/1319.jpg,http://www.e3ol.com/biography/html/张超[张邈弟]/,1,0
3694,屈绪,男,屈緒,？-？,史实人物,豫州汝南郡(河南驻马店市平舆县北),屈晃,未知,未知,未知,未知,暂无相关记载,蜀,蜀,0,未知,0,未知,屈晃子。孙皓即位，以其父忠谏亡身，封他为东阳亭侯。后官至尚书仆射。,未知,http://www.e3ol.com/biography/pic/id/240/3694.jpg,http://www.e3ol.com/biography/html/屈绪/,1,0
4944,鱼豢,男,魚豢,？-？,史实人物,司隶京兆尹(陕西西安市西北),未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,其著作《典略》、《魏略》，记述汉末曹魏人物史事甚详。,未知,http://www.e3ol.com/biography/pic/id/240/4944.jpg,http://www.e3ol.com/biography/html/鱼豢/,1,0
2179,董嗣,男,董嗣,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,起义军,起义军,0,未知,0,未知, 地方势力首领。活动在豫章、临川一带。吴鄱阳太守周鲂遣间谍，诱杀之。,未知,http://www.e3ol.com/biography/pic/id/240/2179.jpg,http://www.e3ol.com/biography/html/董嗣/,1,0
1594,夏恂,男,夏恂,虚构人物,虚构人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,吴,吴,1,公元222年,1,第83回,虚构人物，出自三国演义。,属韩当部。蜀主备统军侵吴，当及周泰引军相迎。当回顾众将曰：“谁敢冲突蜀兵？”恂挺枪出马。蜀将张苞挺丈八矛，纵马而出，大喝一声，直取恂。恂见苞声若巨雷，心中惊惧；恰待要走，泰弟平见恂抵敌不住，挥刀纵马而来。蜀将关兴见了，跃马提刀来迎。苞大喝一声，一矛刺中恂，倒撞下马。,http://www.e3ol.com/biography/pic/id/240/1594.jpg,http://www.e3ol.com/biography/html/夏恂/,1,0
3734,任奕,男,任奕,？-？,史实人物,扬州会稽郡句章(浙江宁波市江北区慈城镇王家坝村),未知,未知,未知,未知,未知,暂无相关记载,魏,魏,0,未知,0,未知,官御史中丞。学者朱育称其为“文章之士”。著有《任子》。,未知,http://www.e3ol.com/biography/pic/id/240/3734.jpg,http://www.e3ol.com/biography/html/任奕/,1,0
918,蔡阳,男,蔡陽,？-201,史实人物,暂无相关记载,未知,未知,未知,未知,未知,将军,魏,魏,1,公元200年,3,第26回|第27回|第28回,亦作蔡扬，曹操部将。建安六年九月，袁绍使刘备略汝南，汝南贼龚都等应之。太祖遣阳击都，不利，军破，阳为备所杀。,曹操部将。太祖部下诸将皆敬服关羽，独阳不服，故今日闻其千里寻兄，欲往追之。太祖叱之，不令去赶。后羽过关斩将，杀阳外甥秦琪，阳引军追至古城边，挺刀纵马战羽，为羽所杀。,http://www.e3ol.com/biography/pic/id/240/918.jpg,http://www.e3ol.com/biography/html/蔡阳/,1,0
3048,李韶,男,李韶,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,蜀,蜀,0,未知,0,未知,延熙十二年（249）降魏。或以为即李歆。,未知,http://www.e3ol.com/biography/pic/id/240/3048.jpg,http://www.e3ol.com/biography/html/李韶/,1,0
941,丁仪,男,正礼,？-220,史实人物,豫州沛国(安徽徐州市沛县),丁冲,未知,丁廙,未知,未知,右刺奸椽,魏,魏,1,公元220年,1,第79回,父冲，宿与太祖亲善，时随乘舆。冲亡，太祖闻仪为令士，虽未见，欲以爱女妻之，以问五官将。五官将曰：“女人观貌，而正礼目不便，诚恐爱女未必悦也。以为不如与伏波子楙。”太祖从之。寻辟仪为掾，到与论议，嘉其才朗。时仪亦恨不得尚公主，而与临菑侯亲善，数称其奇才。太祖既有意欲立植，而仪又共赞之。及太子立，欲治仪罪，转仪为右刺奸掾，欲仪自裁而仪不能。乃对中领军夏侯尚叩头求哀，尚为涕泣而不能救。后遂因职事收付狱，杀之。,与临淄侯曹植善，太祖薨，植不奔丧，与仪兄弟烂醉。后褚皆缚之，载于车上。文帝下令，先将丁仪、丁廙等尽行诛戳。,http://www.e3ol.com/biography/pic/id/240/941.jpg,http://www.e3ol.com/biography/html/丁仪/,1,0
4081,谭正,男,譚正,？-？,史实人物,暂无相关记载,未知,未知,未知,未知,未知,暂无相关记载,吴,吴,0,未知,0,未知,任安北将军，为魏将王基所虏。,未知,http://www.e3ol.com/biography/pic/id/240/4081.jpg,http://www.e3ol.com/biography/html/谭正/,1,0
4534,谢承,男,伟平,？-？,史实人物,扬州会稽郡山阴(浙江绍兴市越城区),谢煚,未知,谢夫人,未知,谢崇|谢勖,暂无相关记载,吴,吴,0,未知,0,未知,孙权谢夫人弟。任五官郎中，迁长沙东部都尉、武陵太守。广闻博见，著有《后汉书》一百三十卷，今佚。,未知,http://www.e3ol.com/biography/pic/id/240/4534.jpg,http://www.e3ol.com/biography/html/谢承/,1,0
